scene,model,dino_drift
r25_B,worldcam,0.5021
r25_B,worldplay,0.8517
r25_B,yume,0.113
r25_B,ours_pca8,0.7193
r25_B,ours_pca4,0.7278
r25_B,ours_pca2,0.6898
r25_B,ours_16node,0.6149
r25_B,ours_4node,0.7108
r25_B,ours_noatok,0.6795
r25_B,ours_noadaln,0.6544
r25_BL,astra,0.9715
r25_BL,matrixgame,0.8864
r25_BL,minwm,0.6884
r25_BL,worldcam,0.7001
r25_BL,worldplay,0.9246
r25_BL,yume,0.2664
r25_BL,ours_pca8,0.7172
r25_BL,ours_pca4,0.6849
r25_BL,ours_pca2,0.6928
r25_BL,ours_16node,0.6697
r25_BL,ours_4node,0.707
r25_BL,ours_noatok,0.7015
r25_BL,ours_noadaln,0.5794
r25_BR,astra,0.8945
r25_BR,matrixgame,0.8844
r25_BR,minwm,0.7649
r25_BR,worldcam,0.7349
r25_BR,worldplay,0.8421
r25_BR,yume,0.254
r25_BR,ours_pca8,0.5868
r25_BR,ours_pca4,0.6702
r25_BR,ours_pca2,0.6161
r25_BR,ours_16node,0.662
r25_BR,ours_4node,0.6425
r25_BR,ours_noatok,0.6685
r25_BR,ours_noadaln,0.7055
r25_F,astra,0.9636
r25_F,matrixgame,0.7583
r25_F,minwm,0.6308
r25_F,worldcam,0.7514
r25_F,worldplay,0.8456
r25_F,yume,0.1427
r25_F,ours_pca8,0.6687
r25_F,ours_pca4,0.6566
r25_F,ours_pca2,0.6854
r25_F,ours_16node,0.684
r25_F,ours_4node,0.6648
r25_F,ours_noatok,0.6584
r25_F,ours_noadaln,0.6244
r25_FL,astra,0.9029
r25_FL,matrixgame,0.9429
r25_FL,minwm,0.5703
r25_FL,worldcam,0.7244
r25_FL,worldplay,0.8975
r25_FL,yume,0.4695
r25_FL,ours_pca8,0.7486
r25_FL,ours_pca4,0.7371
r25_FL,ours_pca2,0.6779
r25_FL,ours_16node,0.7234
r25_FL,ours_4node,0.782
r25_FL,ours_noatok,0.732
r25_FL,ours_noadaln,0.623
r25_FR,astra,0.8867
r25_FR,matrixgame,0.9954
r25_FR,minwm,0.8796
r25_FR,worldcam,0.781
r25_FR,worldplay,0.9618
r25_FR,yume,0.7236
r25_FR,ours_pca8,0.7334
r25_FR,ours_pca4,0.6442
r25_FR,ours_pca2,0.7511
r25_FR,ours_16node,0.6785
r25_FR,ours_4node,0.7065
r25_FR,ours_noatok,0.6307
r25_FR,ours_noadaln,0.6299
r25_L,astra,1.008
r25_L,matrixgame,0.9811
r25_L,minwm,0.6161
r25_L,worldcam,0.7738
r25_L,worldplay,0.8469
r25_L,yume,0.4738
r25_L,ours_pca8,0.7387
r25_L,ours_pca4,0.701
r25_L,ours_pca2,0.6947
r25_L,ours_16node,0.6803
r25_L,ours_4node,0.7117
r25_L,ours_noatok,0.6655
r25_L,ours_noadaln,0.615
r25_R,astra,0.8301
r25_R,matrixgame,0.8732
r25_R,minwm,0.8755
r25_R,worldcam,0.7004
r25_R,worldplay,0.8023
r25_R,yume,0.5693
r25_R,ours_pca8,0.703
r25_R,ours_pca4,0.7808
r25_R,ours_pca2,0.859
r25_R,ours_16node,0.6847
r25_R,ours_4node,0.6522
r25_R,ours_noatok,0.6175
r25_R,ours_noadaln,0.7624
r26_B,astra,0.3943
r26_B,matrixgame,0.6191
r26_B,minwm,0.1433
r26_B,worldcam,0.2571
r26_B,worldplay,0.4456
r26_B,yume,0.1479
r26_B,ours_pca8,0.331
r26_B,ours_pca4,0.4123
r26_B,ours_pca2,0.2289
r26_B,ours_16node,0.3659
r26_B,ours_4node,0.3802
r26_B,ours_noatok,0.1704
r26_B,ours_noadaln,0.4355
r26_BL,astra,0.3985
r26_BL,matrixgame,0.8226
r26_BL,minwm,0.1745
r26_BL,worldcam,0.4564
r26_BL,worldplay,0.5553
r26_BL,yume,0.6295
r26_BL,ours_pca8,0.388
r26_BL,ours_pca4,0.4562
r26_BL,ours_pca2,0.3728
r26_BL,ours_16node,0.3778
r26_BL,ours_4node,0.5553
r26_BL,ours_noatok,0.6184
r26_BL,ours_noadaln,0.4546
r26_BR,astra,0.6942
r26_BR,matrixgame,0.8025
r26_BR,minwm,0.2303
r26_BR,worldcam,0.6975
r26_BR,worldplay,0.6317
r26_BR,yume,0.6234
r26_BR,ours_pca8,0.347
r26_BR,ours_pca4,0.4748
r26_BR,ours_pca2,0.3677
r26_BR,ours_16node,0.4558
r26_BR,ours_4node,0.3147
r26_BR,ours_noatok,0.4476
r26_BR,ours_noadaln,0.6141
r26_F,astra,0.1996
r26_F,matrixgame,0.684
r26_F,minwm,0.3746
r26_F,worldcam,0.3441
r26_F,worldplay,0.5048
r26_F,yume,0.4551
r26_F,ours_pca8,0.6414
r26_F,ours_pca4,0.5287
r26_F,ours_pca2,0.788
r26_F,ours_16node,0.8968
r26_F,ours_4node,0.6744
r26_F,ours_noatok,0.6103
r26_F,ours_noadaln,0.4884
r26_FL,astra,0.8624
r26_FL,matrixgame,0.8474
r26_FL,minwm,0.2675
r26_FL,worldcam,0.5016
r26_FL,worldplay,0.542
r26_FL,yume,0.5242
r26_FL,ours_pca8,0.6668
r26_FL,ours_pca4,0.5413
r26_FL,ours_pca2,0.4714
r26_FL,ours_16node,0.5569
r26_FL,ours_4node,0.6732
r26_FL,ours_noatok,0.5696
r26_FL,ours_noadaln,0.3745
r26_FR,astra,0.5145
r26_FR,matrixgame,0.862
r26_FR,minwm,0.3948
r26_FR,worldcam,0.5717
r26_FR,worldplay,0.5374
r26_FR,yume,0.5496
r26_FR,ours_pca8,0.5284
r26_FR,ours_pca4,0.615
r26_FR,ours_pca2,0.4681
r26_FR,ours_16node,0.4584
r26_FR,ours_4node,0.6916
r26_FR,ours_noatok,0.448
r26_FR,ours_noadaln,0.5716
r26_L,astra,0.2473
r26_L,matrixgame,0.861
r26_L,minwm,0.1927
r26_L,worldcam,0.5526
r26_L,worldplay,0.5084
r26_L,yume,0.2526
r26_L,ours_pca8,0.4044
r26_L,ours_pca4,0.3981
r26_L,ours_pca2,0.5599
r26_L,ours_16node,0.3814
r26_L,ours_4node,0.4889
r26_L,ours_noatok,0.4088
r26_L,ours_noadaln,0.4071
r26_R,astra,0.3104
r26_R,matrixgame,0.8139
r26_R,minwm,0.2847
r26_R,worldcam,0.7105
r26_R,worldplay,0.6638
r26_R,yume,0.4184
r26_R,ours_pca8,0.3272
r26_R,ours_pca4,0.4499
r26_R,ours_pca2,0.5184
r26_R,ours_16node,0.4752
r26_R,ours_4node,0.6079
r26_R,ours_noatok,0.3995
r26_R,ours_noadaln,0.5919
r27_B,astra,0.1635
r27_B,matrixgame,0.4014
r27_B,minwm,0.1432
r27_B,worldcam,0.257
r27_B,worldplay,0.2769
r27_B,yume,0.2967
r27_B,ours_pca8,0.3007
r27_B,ours_pca4,0.2786
r27_B,ours_pca2,0.2224
r27_B,ours_16node,0.2766
r27_B,ours_4node,0.1553
r27_B,ours_noatok,0.1981
r27_B,ours_noadaln,0.2477
r27_BL,astra,0.2786
r27_BL,matrixgame,0.8044
r27_BL,minwm,0.3296
r27_BL,worldcam,0.6
r27_BL,worldplay,0.5012
r27_BL,yume,0.52
r27_BL,ours_pca8,0.4078
r27_BL,ours_pca4,0.4606
r27_BL,ours_pca2,0.4539
r27_BL,ours_16node,0.3181
r27_BL,ours_4node,0.4123
r27_BL,ours_noatok,0.3977
r27_BL,ours_noadaln,0.2351
r27_BR,astra,0.4882
r27_BR,matrixgame,0.6355
r27_BR,minwm,0.3312
r27_BR,worldcam,0.5476
r27_BR,worldplay,0.4996
r27_BR,yume,0.5086
r27_BR,ours_pca8,0.4073
r27_BR,ours_pca4,0.3887
r27_BR,ours_pca2,0.3542
r27_BR,ours_16node,0.3946
r27_BR,ours_4node,0.4575
r27_BR,ours_noatok,0.4573
r27_BR,ours_noadaln,0.3721
r27_F,astra,0.1529
r27_F,matrixgame,0.7419
r27_F,minwm,0.1422
r27_F,worldcam,0.2855
r27_F,worldplay,0.2651
r27_F,yume,0.5923
r27_F,ours_pca8,0.1873
r27_F,ours_pca4,0.191
r27_F,ours_pca2,0.2281
r27_F,ours_16node,0.2163
r27_F,ours_4node,0.2666
r27_F,ours_noatok,0.1378
r27_F,ours_noadaln,0.2501
r27_FL,astra,0.3122
r27_FL,matrixgame,0.7812
r27_FL,minwm,0.2845
r27_FL,worldcam,0.6716
r27_FL,worldplay,0.4099
r27_FL,yume,0.3709
r27_FL,ours_pca8,0.2159
r27_FL,ours_pca4,0.2955
r27_FL,ours_pca2,0.3122
r27_FL,ours_16node,0.3506
r27_FL,ours_4node,0.3378
r27_FL,ours_noatok,0.3259
r27_FL,ours_noadaln,0.2481
r27_FR,astra,0.3387
r27_FR,matrixgame,0.7203
r27_FR,minwm,0.2669
r27_FR,worldcam,0.5747
r27_FR,worldplay,0.4444
r27_FR,yume,0.5151
r27_FR,ours_pca8,0.3333
r27_FR,ours_pca4,0.4255
r27_FR,ours_pca2,0.3151
r27_FR,ours_16node,0.3641
r27_FR,ours_4node,0.4899
r27_FR,ours_noatok,0.4235
r27_FR,ours_noadaln,0.4893
r27_L,astra,0.3634
r27_L,matrixgame,0.9639
r27_L,minwm,0.3609
r27_L,worldcam,0.5927
r27_L,worldplay,0.5528
r27_L,yume,0.5962
r27_L,ours_pca8,0.4521
r27_L,ours_pca4,0.4879
r27_L,ours_pca2,0.6038
r27_L,ours_16node,0.5534
r27_L,ours_4node,0.4835
r27_L,ours_noatok,0.4376
r27_L,ours_noadaln,0.2411
r27_R,astra,0.5572
r27_R,matrixgame,0.9119
r27_R,minwm,0.2818
r27_R,worldcam,0.5226
r27_R,worldplay,0.491
r27_R,yume,0.5115
r27_R,ours_pca8,0.4046
r27_R,ours_pca4,0.4257
r27_R,ours_pca2,0.3346
r27_R,ours_16node,0.5062
r27_R,ours_4node,0.4667
r27_R,ours_noatok,0.5074
r27_R,ours_noadaln,0.4183
r28_B,astra,0.1067
r28_B,matrixgame,0.3034
r28_B,minwm,0.1824
r28_B,worldcam,0.4471
r28_B,worldplay,0.4136
r28_B,yume,0.1361
r28_B,ours_pca8,0.2934
r28_B,ours_pca4,0.2269
r28_B,ours_pca2,0.2942
r28_B,ours_16node,0.3073
r28_B,ours_4node,0.2173
r28_B,ours_noatok,0.26
r28_B,ours_noadaln,0.1329
r28_BL,astra,0.3808
r28_BL,matrixgame,0.8421
r28_BL,minwm,0.3131
r28_BL,worldcam,0.84
r28_BL,worldplay,0.5245
r28_BL,yume,0.6018
r28_BL,ours_pca8,0.3519
r28_BL,ours_pca4,0.3718
r28_BL,ours_pca2,0.3072
r28_BL,ours_16node,0.2982
r28_BL,ours_4node,0.4096
r28_BL,ours_noatok,0.3531
r28_BL,ours_noadaln,0.1367
r28_BR,astra,0.2988
r28_BR,matrixgame,0.5751
r28_BR,minwm,0.2691
r28_BR,worldcam,0.7192
r28_BR,worldplay,0.4991
r28_BR,yume,0.6462
r28_BR,ours_pca8,0.4065
r28_BR,ours_pca4,0.3657
r28_BR,ours_pca2,0.25
r28_BR,ours_16node,0.3869
r28_BR,ours_4node,0.3687
r28_BR,ours_noatok,0.4209
r28_BR,ours_noadaln,0.3984
r28_F,astra,0.2896
r28_F,matrixgame,0.3492
r28_F,minwm,0.1301
r28_F,worldcam,0.493
r28_F,worldplay,0.3684
r28_F,yume,0.2685
r28_F,ours_pca8,0.2398
r28_F,ours_pca4,0.2181
r28_F,ours_pca2,0.2322
r28_F,ours_16node,0.2146
r28_F,ours_4node,0.2308
r28_F,ours_noatok,0.2241
r28_F,ours_noadaln,0.1366
r28_FL,astra,0.2992
r28_FL,matrixgame,0.8344
r28_FL,minwm,0.1491
r28_FL,worldcam,0.8412
r28_FL,worldplay,0.5277
r28_FL,yume,0.2827
r28_FL,ours_pca8,0.227
r28_FL,ours_pca4,0.2891
r28_FL,ours_pca2,0.3527
r28_FL,ours_16node,0.267
r28_FL,ours_4node,0.2694
r28_FL,ours_noatok,0.2658
r28_FL,ours_noadaln,0.1338
r28_FR,astra,0.5595
r28_FR,matrixgame,0.5909
r28_FR,minwm,0.3422
r28_FR,worldcam,0.759
r28_FR,worldplay,0.4803
r28_FR,yume,0.4889
r28_FR,ours_pca8,0.256
r28_FR,ours_pca4,0.2418
r28_FR,ours_pca2,0.2236
r28_FR,ours_16node,0.2115
r28_FR,ours_4node,0.2595
r28_FR,ours_noatok,0.3016
r28_FR,ours_noadaln,0.3238
r28_L,astra,0.2515
r28_L,matrixgame,0.9786
r28_L,minwm,0.2733
r28_L,worldcam,0.7951
r28_L,worldplay,0.5608
r28_L,yume,0.3028
r28_L,ours_pca8,0.3167
r28_L,ours_pca4,0.3872
r28_L,ours_pca2,0.3503
r28_L,ours_16node,0.353
r28_L,ours_4node,0.4933
r28_L,ours_noatok,0.3522
r28_L,ours_noadaln,0.1315
r28_R,astra,0.3659
r28_R,matrixgame,0.6913
r28_R,minwm,0.3218
r28_R,worldcam,0.7058
r28_R,worldplay,0.6289
r28_R,yume,0.3328
r28_R,ours_pca8,0.2515
r28_R,ours_pca4,0.3825
r28_R,ours_pca2,0.3505
r28_R,ours_16node,0.3762
r28_R,ours_4node,0.4712
r28_R,ours_noatok,0.3356
r28_R,ours_noadaln,0.3978
r29_B,astra,0.1394
r29_B,matrixgame,0.3138
r29_B,minwm,0.1849
r29_B,worldcam,0.2391
r29_B,worldplay,0.3192
r29_B,yume,0.1113
r29_B,ours_pca8,0.2649
r29_B,ours_pca4,0.2344
r29_B,ours_pca2,0.1565
r29_B,ours_16node,0.2331
r29_B,ours_4node,0.1971
r29_B,ours_noatok,0.2007
r29_B,ours_noadaln,0.1864
r29_BL,astra,0.4587
r29_BL,matrixgame,0.8617
r29_BL,minwm,0.3724
r29_BL,worldcam,0.8785
r29_BL,worldplay,0.4814
r29_BL,yume,0.4398
r29_BL,ours_pca8,0.2128
r29_BL,ours_pca4,0.2045
r29_BL,ours_pca2,0.2808
r29_BL,ours_16node,0.1909
r29_BL,ours_4node,0.639
r29_BL,ours_noatok,0.4473
r29_BL,ours_noadaln,0.1616
r29_BR,astra,0.7162
r29_BR,matrixgame,0.6874
r29_BR,minwm,0.3428
r29_BR,worldcam,0.9529
r29_BR,worldplay,0.6264
r29_BR,yume,0.4057
r29_BR,ours_pca8,0.4328
r29_BR,ours_pca4,0.663
r29_BR,ours_pca2,0.318
r29_BR,ours_16node,0.5173
r29_BR,ours_4node,0.4901
r29_BR,ours_noatok,0.5088
r29_BR,ours_noadaln,0.3533
r29_F,astra,0.4662
r29_F,matrixgame,0.4721
r29_F,minwm,0.2897
r29_F,worldcam,0.4525
r29_F,worldplay,0.2787
r29_F,yume,0.2041
r29_F,ours_pca8,0.1743
r29_F,ours_pca4,0.2398
r29_F,ours_pca2,0.1957
r29_F,ours_16node,0.2294
r29_F,ours_4node,0.2091
r29_F,ours_noatok,0.2162
r29_F,ours_noadaln,0.1637
r29_FL,astra,0.389
r29_FL,matrixgame,0.7892
r29_FL,minwm,0.3666
r29_FL,worldcam,0.8846
r29_FL,worldplay,0.5142
r29_FL,yume,0.738
r29_FL,ours_pca8,0.4438
r29_FL,ours_pca4,0.332
r29_FL,ours_pca2,0.4346
r29_FL,ours_16node,0.4651
r29_FL,ours_4node,0.6351
r29_FL,ours_noatok,0.456
r29_FL,ours_noadaln,0.1742
r29_FR,astra,0.5689
r29_FR,matrixgame,0.6547
r29_FR,minwm,0.2043
r29_FR,worldcam,0.9968
r29_FR,worldplay,0.4994
r29_FR,yume,0.5703
r29_FR,ours_pca8,0.2427
r29_FR,ours_pca4,0.3065
r29_FR,ours_pca2,0.257
r29_FR,ours_16node,0.3234
r29_FR,ours_4node,0.3145
r29_FR,ours_noatok,0.3443
r29_FR,ours_noadaln,0.3537
r29_L,astra,0.4565
r29_L,matrixgame,0.8525
r29_L,minwm,0.4334
r29_L,worldcam,0.9444
r29_L,worldplay,0.6791
r29_L,yume,0.386
r29_L,ours_pca8,0.4908
r29_L,ours_pca4,0.6596
r29_L,ours_pca2,0.6994
r29_L,ours_16node,0.5336
r29_L,ours_4node,0.7477
r29_L,ours_noatok,0.5527
r29_L,ours_noadaln,0.1735
r29_R,astra,0.435
r29_R,matrixgame,0.9389
r29_R,minwm,0.3809
r29_R,worldcam,0.878
r29_R,worldplay,0.5723
r29_R,yume,0.3189
r29_R,ours_pca8,0.4096
r29_R,ours_pca4,0.6406
r29_R,ours_pca2,0.6091
r29_R,ours_16node,0.5685
r29_R,ours_4node,0.5338
r29_R,ours_noatok,0.4876
r29_R,ours_noadaln,0.3845
r30_B,astra,0.2121
r30_B,matrixgame,0.6598
r30_B,minwm,0.1621
r30_B,worldcam,0.2934
r30_B,worldplay,0.5749
r30_B,yume,0.4929
r30_B,ours_pca8,0.1772
r30_B,ours_pca4,0.3099
r30_B,ours_pca2,0.1696
r30_B,ours_16node,0.3802
r30_B,ours_4node,0.1684
r30_B,ours_noatok,0.157
r30_B,ours_noadaln,0.2069
r30_BL,astra,0.4861
r30_BL,matrixgame,0.768
r30_BL,minwm,0.2323
r30_BL,worldcam,0.8039
r30_BL,worldplay,0.6243
r30_BL,yume,0.715
r30_BL,ours_pca8,0.4117
r30_BL,ours_pca4,0.3509
r30_BL,ours_pca2,0.3708
r30_BL,ours_16node,0.413
r30_BL,ours_4node,0.5176
r30_BL,ours_noatok,0.2682
r30_BL,ours_noadaln,0.2139
r30_BR,astra,0.597
r30_BR,matrixgame,0.7078
r30_BR,minwm,0.2632
r30_BR,worldcam,0.9417
r30_BR,worldplay,0.8206
r30_BR,yume,0.795
r30_BR,ours_pca8,0.3863
r30_BR,ours_pca4,0.4391
r30_BR,ours_pca2,0.2839
r30_BR,ours_16node,0.5653
r30_BR,ours_4node,0.7604
r30_BR,ours_noatok,0.4692
r30_BR,ours_noadaln,0.2601
r30_F,astra,0.4239
r30_F,matrixgame,0.3748
r30_F,minwm,0.157
r30_F,worldcam,0.4736
r30_F,worldplay,0.4793
r30_F,yume,0.2721
r30_F,ours_pca8,0.172
r30_F,ours_pca4,0.1533
r30_F,ours_pca2,0.1727
r30_F,ours_16node,0.2051
r30_F,ours_4node,0.1768
r30_F,ours_noatok,0.1695
r30_F,ours_noadaln,0.2099
r30_FL,astra,0.5341
r30_FL,matrixgame,0.6617
r30_FL,minwm,0.2009
r30_FL,worldcam,0.6668
r30_FL,worldplay,0.7058
r30_FL,yume,0.5538
r30_FL,ours_pca8,0.179
r30_FL,ours_pca4,0.2396
r30_FL,ours_pca2,0.2945
r30_FL,ours_16node,0.3368
r30_FL,ours_4node,0.2751
r30_FL,ours_noatok,0.2937
r30_FL,ours_noadaln,0.201
r30_FR,astra,0.7035
r30_FR,matrixgame,0.7767
r30_FR,minwm,0.2022
r30_FR,worldcam,0.8745
r30_FR,worldplay,0.8062
r30_FR,yume,0.7524
r30_FR,ours_pca8,0.2866
r30_FR,ours_pca4,0.3347
r30_FR,ours_pca2,0.387
r30_FR,ours_16node,0.3384
r30_FR,ours_4node,0.4907
r30_FR,ours_noatok,0.6184
r30_FR,ours_noadaln,0.241
r30_L,astra,0.5843
r30_L,matrixgame,1.0006
r30_L,minwm,0.3279
r30_L,worldcam,0.8226
r30_L,worldplay,0.6979
r30_L,yume,0.6883
r30_L,ours_pca8,0.498
r30_L,ours_pca4,0.6692
r30_L,ours_pca2,0.6748
r30_L,ours_16node,0.5826
r30_L,ours_4node,0.7938
r30_L,ours_noatok,0.6873
r30_L,ours_noadaln,0.2119
r30_R,astra,0.6622
r30_R,matrixgame,0.7827
r30_R,minwm,0.2847
r30_R,worldcam,0.7544
r30_R,worldplay,0.8375
r30_R,yume,0.6046
r30_R,ours_pca8,0.5612
r30_R,ours_pca4,0.5754
r30_R,ours_pca2,0.5069
r30_R,ours_16node,0.547
r30_R,ours_4node,0.7949
r30_R,ours_noatok,0.5206
r30_R,ours_noadaln,0.7571
r31_B,astra,0.5006
r31_B,matrixgame,0.3861
r31_B,minwm,0.4859
r31_B,worldcam,0.1867
r31_B,worldplay,0.4546
r31_B,yume,0.1574
r31_B,ours_pca8,0.2889
r31_B,ours_pca4,0.3691
r31_B,ours_pca2,0.1512
r31_B,ours_16node,0.3565
r31_B,ours_4node,0.2079
r31_B,ours_noatok,0.2081
r31_B,ours_noadaln,0.1985
r31_BL,astra,0.3824
r31_BL,matrixgame,0.6286
r31_BL,minwm,0.7452
r31_BL,worldcam,0.8548
r31_BL,worldplay,0.481
r31_BL,yume,0.3966
r31_BL,ours_pca8,0.4014
r31_BL,ours_pca4,0.3953
r31_BL,ours_pca2,0.4567
r31_BL,ours_16node,0.4966
r31_BL,ours_4node,0.5236
r31_BL,ours_noatok,0.4476
r31_BL,ours_noadaln,0.1657
r31_BR,astra,0.3961
r31_BR,matrixgame,0.6786
r31_BR,minwm,0.5163
r31_BR,worldcam,0.7506
r31_BR,worldplay,0.6078
r31_BR,yume,0.4481
r31_BR,ours_pca8,0.5502
r31_BR,ours_pca4,0.4453
r31_BR,ours_pca2,0.4061
r31_BR,ours_16node,0.4504
r31_BR,ours_4node,0.5229
r31_BR,ours_noatok,0.5331
r31_BR,ours_noadaln,0.3654
r31_F,astra,0.2474
r31_F,matrixgame,0.3984
r31_F,minwm,0.8589
r31_F,worldcam,0.5452
r31_F,worldplay,0.4222
r31_F,yume,0.1192
r31_F,ours_pca8,0.2061
r31_F,ours_pca4,0.2269
r31_F,ours_pca2,0.2113
r31_F,ours_16node,0.1911
r31_F,ours_4node,0.1675
r31_F,ours_noatok,0.1926
r31_F,ours_noadaln,0.1703
r31_FL,astra,0.4597
r31_FL,matrixgame,0.5951
r31_FL,minwm,0.6828
r31_FL,worldcam,0.7974
r31_FL,worldplay,0.4759
r31_FL,yume,0.3397
r31_FL,ours_pca8,0.36
r31_FL,ours_pca4,0.265
r31_FL,ours_pca2,0.3087
r31_FL,ours_16node,0.3298
r31_FL,ours_4node,0.3742
r31_FL,ours_noatok,0.3542
r31_FL,ours_noadaln,0.1641
r31_FR,astra,0.6419
r31_FR,matrixgame,0.6237
r31_FR,minwm,0.7597
r31_FR,worldcam,0.868
r31_FR,worldplay,0.5796
r31_FR,yume,0.4472
r31_FR,ours_pca8,0.2674
r31_FR,ours_pca4,0.1772
r31_FR,ours_pca2,0.1934
r31_FR,ours_16node,0.3099
r31_FR,ours_4node,0.2354
r31_FR,ours_noatok,0.2753
r31_FR,ours_noadaln,0.2193
r31_L,astra,0.8352
r31_L,matrixgame,0.4974
r31_L,minwm,0.859
r31_L,worldcam,0.9593
r31_L,worldplay,0.5145
r31_L,yume,0.3069
r31_L,ours_pca8,0.5074
r31_L,ours_pca4,0.5776
r31_L,ours_pca2,0.6185
r31_L,ours_16node,0.5122
r31_L,ours_4node,0.4965
r31_L,ours_noatok,0.4668
r31_L,ours_noadaln,0.1582
r31_R,astra,0.5973
r31_R,matrixgame,0.6809
r31_R,minwm,0.5575
r31_R,worldcam,0.9588
r31_R,worldplay,0.6508
r31_R,yume,0.3032
r31_R,ours_pca8,0.5347
r31_R,ours_pca4,0.672
r31_R,ours_pca2,0.4313
r31_R,ours_16node,0.5156
r31_R,ours_4node,0.5306
r31_R,ours_noatok,0.4613
r31_R,ours_noadaln,0.3075
