model,scene,direction,feature_valid,static_inliers,static,active
worldcam,r27_B,B,True,1268,1,0
worldcam,r27_BL,BL,True,15,0,1
worldcam,r27_BR,BR,True,14,0,1
worldcam,r27_F,F,True,1047,1,0
worldcam,r27_FL,FL,True,2,0,1
worldcam,r27_FR,FR,True,11,0,1
worldcam,r27_L,L,True,13,0,1
worldcam,r27_R,R,True,16,0,1
worldcam,r28_B,B,True,207,0,1
worldcam,r28_BL,BL,True,14,0,1
worldcam,r28_BR,BR,True,5,0,1
worldcam,r28_F,F,True,351,0,1
worldcam,r28_FL,FL,True,13,0,1
worldcam,r28_FR,FR,True,12,0,1
worldcam,r28_L,L,True,7,0,1
worldcam,r28_R,R,True,13,0,1
worldcam,r29_B,B,True,1103,1,0
worldcam,r29_BL,BL,True,14,0,1
worldcam,r29_BR,BR,True,12,0,1
worldcam,r29_F,F,True,41,0,1
worldcam,r29_FL,FL,True,7,0,1
worldcam,r29_FR,FR,True,11,0,1
worldcam,r29_L,L,True,12,0,1
worldcam,r29_R,R,True,14,0,1
worldcam,r30_B,B,True,1234,1,0
worldcam,r30_BL,BL,True,12,0,1
worldcam,r30_BR,BR,True,11,0,1
worldcam,r30_F,F,True,116,0,1
worldcam,r30_FL,FL,True,11,0,1
worldcam,r30_FR,FR,True,9,0,1
worldcam,r30_L,L,True,15,0,1
worldcam,r30_R,R,True,15,0,1
worldcam,r31_B,B,True,536,0,1
worldcam,r31_BL,BL,True,11,0,1
worldcam,r31_BR,BR,True,3,0,1
worldcam,r31_F,F,True,13,0,1
worldcam,r31_FL,FL,True,3,0,1
worldcam,r31_FR,FR,True,6,0,1
worldcam,r31_L,L,True,10,0,1
worldcam,r31_R,R,True,12,0,1
worldplay,r00_B,B,True,311,0,1
worldplay,r00_BL,BL,True,14,0,1
worldplay,r00_BR,BR,True,4,0,1
worldplay,r00_F,F,True,364,0,1
worldplay,r00_FL,FL,True,5,0,1
worldplay,r00_FR,FR,True,15,0,1
worldplay,r00_L,L,True,12,0,1
worldplay,r00_R,R,True,13,0,1
worldplay,r01_B,B,True,27,0,1
worldplay,r01_BL,BL,True,14,0,1
worldplay,r01_BR,BR,True,13,0,1
worldplay,r01_F,F,True,38,0,1
worldplay,r01_FL,FL,True,49,0,1
worldplay,r01_FR,FR,True,9,0,1
worldplay,r01_L,L,True,14,0,1
worldplay,r01_R,R,True,14,0,1
worldplay,r02_B,B,True,14,0,1
worldplay,r02_BL,BL,True,9,0,1
worldplay,r02_BR,BR,True,10,0,1
worldplay,r02_F,F,True,9,0,1
worldplay,r02_FL,FL,True,10,0,1
worldplay,r02_FR,FR,True,12,0,1
worldplay,r02_L,L,True,9,0,1
worldplay,r02_R,R,True,11,0,1
worldplay,r03_B,B,True,9,0,1
worldplay,r03_BL,BL,True,9,0,1
worldplay,r03_BR,BR,True,14,0,1
worldplay,r03_F,F,True,17,0,1
worldplay,r03_FL,FL,True,12,0,1
worldplay,r03_FR,FR,True,6,0,1
worldplay,r03_L,L,True,13,0,1
worldplay,r03_R,R,True,11,0,1
worldplay,r04_B,B,True,146,0,1
worldplay,r04_BL,BL,True,12,0,1
worldplay,r04_BR,BR,True,10,0,1
worldplay,r04_F,F,True,151,0,1
worldplay,r04_FL,FL,True,11,0,1
worldplay,r04_FR,FR,True,3,0,1
worldplay,r04_L,L,True,11,0,1
worldplay,r04_R,R,True,12,0,1
worldplay,r05_B,B,True,34,0,1
worldplay,r05_BL,BL,True,11,0,1
worldplay,r05_BR,BR,True,11,0,1
worldplay,r05_F,F,True,49,0,1
worldplay,r05_FL,FL,True,65,0,1
worldplay,r05_FR,FR,True,9,0,1
worldplay,r05_L,L,True,9,0,1
worldplay,r05_R,R,True,12,0,1
worldplay,r06_B,B,True,33,0,1
worldplay,r06_BL,BL,True,9,0,1
worldplay,r06_BR,BR,True,11,0,1
worldplay,r06_F,F,True,682,1,0
worldplay,r06_FL,FL,True,8,0,1
worldplay,r06_FR,FR,True,58,0,1
worldplay,r06_L,L,True,14,0,1
worldplay,r06_R,R,True,7,0,1
worldplay,r07_B,B,True,228,0,1
worldplay,r07_BL,BL,True,79,0,1
worldplay,r07_BR,BR,True,16,0,1
worldplay,r07_F,F,True,455,0,1
worldplay,r07_FL,FL,True,14,0,1
worldplay,r07_FR,FR,True,14,0,1
worldplay,r07_L,L,True,16,0,1
worldplay,r07_R,R,True,10,0,1
worldplay,r08_B,B,True,56,0,1
worldplay,r08_BL,BL,True,13,0,1
worldplay,r08_BR,BR,True,13,0,1
worldplay,r08_F,F,True,51,0,1
worldplay,r08_FL,FL,True,15,0,1
worldplay,r08_FR,FR,True,10,0,1
worldplay,r08_L,L,True,12,0,1
worldplay,r08_R,R,True,7,0,1
worldplay,r09_B,B,True,177,0,1
worldplay,r09_BL,BL,True,13,0,1
worldplay,r09_BR,BR,True,12,0,1
worldplay,r09_F,F,True,197,0,1
worldplay,r09_FL,FL,True,109,0,1
worldplay,r09_FR,FR,True,10,0,1
worldplay,r09_L,L,True,13,0,1
worldplay,r09_R,R,True,7,0,1
worldplay,r10_B,B,True,150,0,1
worldplay,r10_BL,BL,True,14,0,1
worldplay,r10_BR,BR,True,9,0,1
worldplay,r10_F,F,True,335,0,1
worldplay,r10_FL,FL,True,13,0,1
worldplay,r10_FR,FR,True,9,0,1
worldplay,r10_L,L,True,12,0,1
worldplay,r10_R,R,True,11,0,1
worldplay,r11_B,B,False,7,0,0
worldplay,r11_BL,BL,False,8,0,0
worldplay,r11_BR,BR,False,7,0,0
worldplay,r11_F,F,False,9,0,0
worldplay,r11_FL,FL,False,8,0,0
worldplay,r11_FR,FR,False,9,0,0
worldplay,r11_L,L,False,7,0,0
worldplay,r11_R,R,False,9,0,0
worldplay,r12_B,B,True,51,0,1
worldplay,r12_BL,BL,True,10,0,1
worldplay,r12_BR,BR,True,10,0,1
worldplay,r12_F,F,True,39,0,1
worldplay,r12_FL,FL,True,17,0,1
worldplay,r12_FR,FR,True,6,0,1
worldplay,r12_L,L,True,12,0,1
worldplay,r12_R,R,True,11,0,1
worldplay,r13_B,B,True,362,0,1
worldplay,r13_BL,BL,True,39,0,1
worldplay,r13_BR,BR,True,17,0,1
worldplay,r13_F,F,True,455,0,1
worldplay,r13_FL,FL,True,15,0,1
worldplay,r13_FR,FR,True,4,0,1
worldplay,r13_L,L,True,14,0,1
worldplay,r13_R,R,True,15,0,1
worldplay,r14_B,B,True,103,0,1
worldplay,r14_BL,BL,True,33,0,1
worldplay,r14_BR,BR,True,10,0,1
worldplay,r14_F,F,True,319,0,1
worldplay,r14_FL,FL,True,198,0,1
worldplay,r14_FR,FR,True,1,0,1
worldplay,r14_L,L,True,15,0,1
worldplay,r14_R,R,True,9,0,1
worldplay,r15_B,B,True,238,0,1
worldplay,r15_BL,BL,True,54,0,1
worldplay,r15_BR,BR,True,4,0,1
worldplay,r15_F,F,True,221,0,1
worldplay,r15_FL,FL,True,43,0,1
worldplay,r15_FR,FR,True,13,0,1
worldplay,r15_L,L,True,12,0,1
worldplay,r15_R,R,True,14,0,1
worldplay,r16_B,B,True,39,0,1
worldplay,r16_BL,BL,True,4,0,1
worldplay,r16_BR,BR,True,12,0,1
worldplay,r16_F,F,True,77,0,1
worldplay,r16_FL,FL,True,12,0,1
worldplay,r16_FR,FR,True,11,0,1
worldplay,r16_L,L,True,12,0,1
worldplay,r16_R,R,True,14,0,1
worldplay,r17_B,B,True,303,0,1
worldplay,r17_BL,BL,True,14,0,1
worldplay,r17_BR,BR,True,16,0,1
worldplay,r17_F,F,True,319,0,1
worldplay,r17_FL,FL,True,15,0,1
worldplay,r17_FR,FR,True,13,0,1
worldplay,r17_L,L,True,8,0,1
worldplay,r17_R,R,True,12,0,1
worldplay,r18_B,B,True,464,0,1
worldplay,r18_BL,BL,True,24,0,1
worldplay,r18_BR,BR,True,10,0,1
worldplay,r18_F,F,True,593,0,1
worldplay,r18_FL,FL,True,1,0,1
worldplay,r18_FR,FR,True,12,0,1
worldplay,r18_L,L,True,9,0,1
worldplay,r18_R,R,True,10,0,1
worldplay,r19_B,B,True,147,0,1
worldplay,r19_BL,BL,True,21,0,1
worldplay,r19_BR,BR,True,35,0,1
worldplay,r19_F,F,True,312,0,1
worldplay,r19_FL,FL,True,10,0,1
worldplay,r19_FR,FR,True,13,0,1
worldplay,r19_L,L,True,15,0,1
worldplay,r19_R,R,True,33,0,1
worldplay,r20_B,B,True,164,0,1
worldplay,r20_BL,BL,True,38,0,1
worldplay,r20_BR,BR,True,6,0,1
worldplay,r20_F,F,True,58,0,1
worldplay,r20_FL,FL,True,11,0,1
worldplay,r20_FR,FR,True,14,0,1
worldplay,r20_L,L,True,12,0,1
worldplay,r20_R,R,True,11,0,1
worldplay,r21_B,B,False,8,0,0
worldplay,r21_BL,BL,False,7,0,0
worldplay,r21_BR,BR,False,8,0,0
worldplay,r21_F,F,False,9,0,0
worldplay,r21_FL,FL,False,9,0,0
worldplay,r21_FR,FR,False,9,0,0
worldplay,r21_L,L,False,7,0,0
worldplay,r21_R,R,False,7,0,0
worldplay,r22_B,B,True,850,1,0
worldplay,r22_BL,BL,True,222,0,1
worldplay,r22_BR,BR,True,13,0,1
worldplay,r22_F,F,True,571,0,1
worldplay,r22_FL,FL,True,14,0,1
worldplay,r22_FR,FR,True,10,0,1
worldplay,r22_L,L,True,8,0,1
worldplay,r22_R,R,True,11,0,1
worldplay,r23_B,B,True,169,0,1
worldplay,r23_BL,BL,True,137,0,1
worldplay,r23_BR,BR,True,12,0,1
worldplay,r23_F,F,True,118,0,1
worldplay,r23_FL,FL,True,173,0,1
worldplay,r23_FR,FR,True,11,0,1
worldplay,r23_L,L,True,13,0,1
worldplay,r23_R,R,True,11,0,1
worldplay,r24_B,B,True,150,0,1
worldplay,r24_BL,BL,True,11,0,1
worldplay,r24_BR,BR,True,12,0,1
worldplay,r24_F,F,True,108,0,1
worldplay,r24_FL,FL,True,10,0,1
worldplay,r24_FR,FR,True,18,0,1
worldplay,r24_L,L,True,13,0,1
worldplay,r24_R,R,True,11,0,1
worldplay,r25_B,B,True,5,0,1
worldplay,r25_BL,BL,True,3,0,1
worldplay,r25_BR,BR,True,4,0,1
worldplay,r25_F,F,True,4,0,1
worldplay,r25_FL,FL,True,4,0,1
worldplay,r25_FR,FR,True,5,0,1
worldplay,r25_L,L,True,5,0,1
worldplay,r25_R,R,True,4,0,1
worldplay,r26_B,B,True,28,0,1
worldplay,r26_BL,BL,True,11,0,1
worldplay,r26_BR,BR,True,11,0,1
worldplay,r26_F,F,True,50,0,1
worldplay,r26_FL,FL,True,11,0,1
worldplay,r26_FR,FR,True,14,0,1
worldplay,r26_L,L,True,21,0,1
worldplay,r26_R,R,True,15,0,1
worldplay,r27_B,B,True,138,0,1
worldplay,r27_BL,BL,True,12,0,1
worldplay,r27_BR,BR,True,11,0,1
worldplay,r27_F,F,True,371,0,1
worldplay,r27_FL,FL,True,166,0,1
worldplay,r27_FR,FR,True,14,0,1
worldplay,r27_L,L,True,14,0,1
worldplay,r27_R,R,True,16,0,1
worldplay,r28_B,B,True,85,0,1
worldplay,r28_BL,BL,True,11,0,1
worldplay,r28_BR,BR,True,13,0,1
worldplay,r28_F,F,True,12,0,1
worldplay,r28_FL,FL,True,14,0,1
worldplay,r28_FR,FR,True,12,0,1
worldplay,r28_L,L,True,16,0,1
worldplay,r28_R,R,True,14,0,1
worldplay,r29_B,B,True,134,0,1
worldplay,r29_BL,BL,True,40,0,1
worldplay,r29_BR,BR,True,14,0,1
worldplay,r29_F,F,True,234,0,1
worldplay,r29_FL,FL,True,39,0,1
worldplay,r29_FR,FR,True,11,0,1
worldplay,r29_L,L,True,5,0,1
worldplay,r29_R,R,True,15,0,1
worldplay,r30_B,B,True,13,0,1
worldplay,r30_BL,BL,True,12,0,1
worldplay,r30_BR,BR,True,0,0,1
worldplay,r30_F,F,True,34,0,1
worldplay,r30_FL,FL,True,4,0,1
worldplay,r30_FR,FR,True,11,0,1
worldplay,r30_L,L,True,12,0,1
worldplay,r30_R,R,True,12,0,1
worldplay,r31_B,B,True,3,0,1
worldplay,r31_BL,BL,True,10,0,1
worldplay,r31_BR,BR,True,9,0,1
worldplay,r31_F,F,True,9,0,1
worldplay,r31_FL,FL,True,9,0,1
worldplay,r31_FR,FR,True,11,0,1
worldplay,r31_L,L,True,9,0,1
worldplay,r31_R,R,True,10,0,1
yume,r00_B,B,True,801,1,0
yume,r00_BL,BL,True,129,0,1
yume,r00_BR,BR,True,53,0,1
yume,r00_F,F,True,16,0,1
yume,r00_FL,FL,True,121,0,1
yume,r00_FR,FR,True,17,0,1
yume,r00_L,L,True,195,0,1
yume,r00_R,R,True,223,0,1
yume,r01_B,B,True,170,0,1
yume,r01_BL,BL,True,12,0,1
yume,r01_BR,BR,True,14,0,1
yume,r01_F,F,True,175,0,1
yume,r01_FL,FL,True,176,0,1
yume,r01_FR,FR,True,11,0,1
yume,r01_L,L,True,81,0,1
yume,r01_R,R,True,333,0,1
yume,r02_B,B,True,273,0,1
yume,r02_BL,BL,True,28,0,1
yume,r02_BR,BR,True,8,0,1
yume,r02_F,F,True,350,0,1
yume,r02_FL,FL,True,21,0,1
yume,r02_FR,FR,True,13,0,1
yume,r02_L,L,True,91,0,1
yume,r02_R,R,True,121,0,1
yume,r03_B,B,True,24,0,1
yume,r03_BL,BL,True,13,0,1
yume,r03_BR,BR,True,11,0,1
yume,r03_F,F,True,11,0,1
yume,r03_FL,FL,True,13,0,1
yume,r03_FR,FR,True,11,0,1
yume,r03_L,L,True,13,0,1
yume,r03_R,R,True,9,0,1
yume,r04_B,B,True,233,0,1
yume,r04_BL,BL,True,16,0,1
yume,r04_BR,BR,True,6,0,1
yume,r04_F,F,True,12,0,1
yume,r04_FL,FL,True,10,0,1
yume,r04_FR,FR,True,8,0,1
yume,r04_L,L,True,15,0,1
yume,r04_R,R,True,107,0,1
yume,r05_B,B,True,455,0,1
yume,r05_BL,BL,True,58,0,1
yume,r05_BR,BR,True,6,0,1
yume,r05_F,F,True,261,0,1
yume,r05_FL,FL,True,74,0,1
yume,r05_FR,FR,True,26,0,1
yume,r05_L,L,True,224,0,1
yume,r05_R,R,True,79,0,1
yume,r06_B,B,True,385,0,1
yume,r06_BL,BL,True,6,0,1
yume,r06_BR,BR,True,12,0,1
yume,r06_F,F,True,305,0,1
yume,r06_FL,FL,True,6,0,1
yume,r06_FR,FR,True,19,0,1
yume,r06_L,L,True,13,0,1
yume,r06_R,R,True,117,0,1
yume,r07_B,B,True,210,0,1
yume,r07_BL,BL,True,12,0,1
yume,r07_BR,BR,True,15,0,1
yume,r07_F,F,True,25,0,1
yume,r07_FL,FL,True,12,0,1
yume,r07_FR,FR,True,13,0,1
yume,r07_L,L,True,199,0,1
yume,r07_R,R,True,14,0,1
yume,r08_B,B,True,409,0,1
yume,r08_BL,BL,True,15,0,1
yume,r08_BR,BR,True,14,0,1
yume,r08_F,F,True,134,0,1
yume,r08_FL,FL,True,29,0,1
yume,r08_FR,FR,True,15,0,1
yume,r08_L,L,True,64,0,1
yume,r08_R,R,True,95,0,1
yume,r09_B,B,True,272,0,1
yume,r09_BL,BL,True,13,0,1
yume,r09_BR,BR,True,9,0,1
yume,r09_F,F,True,20,0,1
yume,r09_FL,FL,True,66,0,1
yume,r09_FR,FR,True,12,0,1
yume,r09_L,L,True,18,0,1
yume,r09_R,R,True,273,0,1
yume,r10_B,B,True,71,0,1
yume,r10_BL,BL,True,12,0,1
yume,r10_BR,BR,True,15,0,1
yume,r10_F,F,True,56,0,1
yume,r10_FL,FL,True,14,0,1
yume,r10_FR,FR,True,19,0,1
yume,r10_L,L,True,11,0,1
yume,r10_R,R,True,982,1,0
yume,r11_B,B,False,9,0,0
yume,r11_BL,BL,False,9,0,0
yume,r11_BR,BR,False,8,0,0
yume,r11_F,F,False,9,0,0
yume,r11_FL,FL,False,8,0,0
yume,r11_FR,FR,False,5,0,0
yume,r11_L,L,False,8,0,0
yume,r11_R,R,False,9,0,0
yume,r12_B,B,True,42,0,1
yume,r12_BL,BL,True,13,0,1
yume,r12_BR,BR,True,11,0,1
yume,r12_F,F,True,24,0,1
yume,r12_FL,FL,True,4,0,1
yume,r12_FR,FR,True,11,0,1
yume,r12_L,L,True,18,0,1
yume,r12_R,R,True,82,0,1
yume,r13_B,B,True,72,0,1
yume,r13_BL,BL,True,15,0,1
yume,r13_BR,BR,True,10,0,1
yume,r13_F,F,True,110,0,1
yume,r13_FL,FL,True,20,0,1
yume,r13_FR,FR,True,49,0,1
yume,r13_L,L,True,192,0,1
yume,r13_R,R,True,143,0,1
yume,r14_B,B,True,85,0,1
yume,r14_BL,BL,True,15,0,1
yume,r14_BR,BR,True,11,0,1
yume,r14_F,F,True,84,0,1
yume,r14_FL,FL,True,37,0,1
yume,r14_FR,FR,True,15,0,1
yume,r14_L,L,True,87,0,1
yume,r14_R,R,True,17,0,1
yume,r15_B,B,True,251,0,1
yume,r15_BL,BL,True,11,0,1
yume,r15_BR,BR,True,13,0,1
yume,r15_F,F,True,131,0,1
yume,r15_FL,FL,True,5,0,1
yume,r15_FR,FR,True,15,0,1
yume,r15_L,L,True,358,0,1
yume,r15_R,R,True,309,0,1
yume,r16_B,B,True,180,0,1
yume,r16_BL,BL,True,13,0,1
yume,r16_BR,BR,True,12,0,1
yume,r16_F,F,True,174,0,1
yume,r16_FL,FL,True,11,0,1
yume,r16_FR,FR,True,13,0,1
yume,r16_L,L,True,235,0,1
yume,r16_R,R,True,241,0,1
yume,r17_B,B,True,82,0,1
yume,r17_BL,BL,True,4,0,1
yume,r17_BR,BR,True,10,0,1
yume,r17_F,F,True,163,0,1
yume,r17_FL,FL,True,14,0,1
yume,r17_FR,FR,True,11,0,1
yume,r17_L,L,True,168,0,1
yume,r17_R,R,True,15,0,1
yume,r18_B,B,True,440,0,1
yume,r18_BL,BL,True,20,0,1
yume,r18_BR,BR,True,12,0,1
yume,r18_F,F,True,442,0,1
yume,r18_FL,FL,True,37,0,1
yume,r18_FR,FR,True,12,0,1
yume,r18_L,L,True,402,0,1
yume,r18_R,R,True,495,0,1
yume,r19_B,B,True,264,0,1
yume,r19_BL,BL,True,13,0,1
yume,r19_BR,BR,True,14,0,1
yume,r19_F,F,True,128,0,1
yume,r19_FL,FL,True,134,0,1
yume,r19_FR,FR,True,13,0,1
yume,r19_L,L,True,273,0,1
yume,r19_R,R,True,0,0,1
yume,r20_B,B,True,330,0,1
yume,r20_BL,BL,True,11,0,1
yume,r20_BR,BR,True,14,0,1
yume,r20_F,F,True,14,0,1
yume,r20_FL,FL,True,16,0,1
yume,r20_FR,FR,True,16,0,1
yume,r20_L,L,True,18,0,1
yume,r20_R,R,True,41,0,1
yume,r21_B,B,False,21,0,0
yume,r21_BL,BL,False,3,0,0
yume,r21_BR,BR,False,8,0,0
yume,r21_F,F,False,12,0,0
yume,r21_FL,FL,False,6,0,0
yume,r21_FR,FR,False,7,0,0
yume,r21_L,L,False,13,0,0
yume,r21_R,R,False,8,0,0
yume,r22_B,B,True,106,0,1
yume,r22_BL,BL,True,7,0,1
yume,r22_BR,BR,True,11,0,1
yume,r22_F,F,True,216,0,1
yume,r22_FL,FL,True,13,0,1
yume,r22_FR,FR,True,17,0,1
yume,r22_L,L,True,12,0,1
yume,r22_R,R,True,15,0,1
yume,r23_B,B,True,1729,1,0
yume,r23_BL,BL,True,13,0,1
yume,r23_BR,BR,True,12,0,1
yume,r23_F,F,True,166,0,1
yume,r23_FL,FL,True,9,0,1
yume,r23_FR,FR,True,15,0,1
yume,r23_L,L,True,43,0,1
yume,r23_R,R,True,58,0,1
yume,r24_B,B,True,142,0,1
yume,r24_BL,BL,True,9,0,1
yume,r24_BR,BR,True,14,0,1
yume,r24_F,F,True,104,0,1
yume,r24_FL,FL,True,38,0,1
yume,r24_FR,FR,True,20,0,1
yume,r24_L,L,True,190,0,1
yume,r24_R,R,True,281,0,1
yume,r25_B,B,True,107,0,1
yume,r25_BL,BL,True,11,0,1
yume,r25_BR,BR,True,6,0,1
yume,r25_F,F,True,42,0,1
yume,r25_FL,FL,True,7,0,1
yume,r25_FR,FR,True,8,0,1
yume,r25_L,L,True,27,0,1
yume,r25_R,R,True,7,0,1
yume,r26_B,B,True,397,0,1
yume,r26_BL,BL,True,12,0,1
yume,r26_BR,BR,True,13,0,1
yume,r26_F,F,True,70,0,1
yume,r26_FL,FL,True,5,0,1
yume,r26_FR,FR,True,20,0,1
yume,r26_L,L,True,34,0,1
yume,r26_R,R,True,74,0,1
yume,r27_B,B,True,355,0,1
yume,r27_BL,BL,True,11,0,1
yume,r27_BR,BR,True,43,0,1
yume,r27_F,F,True,4,0,1
yume,r27_FL,FL,True,179,0,1
yume,r27_FR,FR,True,11,0,1
yume,r27_L,L,True,117,0,1
yume,r27_R,R,True,81,0,1
yume,r28_B,B,True,463,0,1
yume,r28_BL,BL,True,16,0,1
yume,r28_BR,BR,True,14,0,1
yume,r28_F,F,True,40,0,1
yume,r28_FL,FL,True,57,0,1
yume,r28_FR,FR,True,11,0,1
yume,r28_L,L,True,126,0,1
yume,r28_R,R,True,71,0,1
yume,r29_B,B,True,189,0,1
yume,r29_BL,BL,True,12,0,1
yume,r29_BR,BR,True,12,0,1
yume,r29_F,F,True,119,0,1
yume,r29_FL,FL,True,8,0,1
yume,r29_FR,FR,True,8,0,1
yume,r29_L,L,True,14,0,1
yume,r29_R,R,True,81,0,1
yume,r30_B,B,True,83,0,1
yume,r30_BL,BL,True,9,0,1
yume,r30_BR,BR,True,8,0,1
yume,r30_F,F,True,149,0,1
yume,r30_FL,FL,True,12,0,1
yume,r30_FR,FR,True,12,0,1
yume,r30_L,L,True,10,0,1
yume,r30_R,R,True,11,0,1
yume,r31_B,B,True,365,0,1
yume,r31_BL,BL,True,42,0,1
yume,r31_BR,BR,True,12,0,1
yume,r31_F,F,True,281,0,1
yume,r31_FL,FL,True,109,0,1
yume,r31_FR,FR,True,13,0,1
yume,r31_L,L,True,127,0,1
yume,r31_R,R,True,164,0,1
